frequency_cycles_per_sample,periodogram_db,levinson_ar_db,burg_ar_db
0.013427734375,-33.23192123014688,-25.1845756492655,-25.896360266070634
0.013671875,-30.674584132619206,-25.189801019853025,-25.90685761956189
0.013916015625,-28.43349887314751,-25.194879026763935,-25.91719349135786
0.01416015625,-26.489577575754588,-25.199800504701088,-25.927355358145043
0.014404296875,-24.81614794739528,-25.20455637913214,-25.937330861853543
0.0146484375,-23.38790295815423,-25.209137672305527,-25.947107815859756
0.014892578125,-22.182963589416804,-25.213535509044462,-25.956674210759928
0.01513671875,-21.18292235789426,-25.217741122324547,-25.966018219731023
0.015380859375,-20.372354175274072,-25.22174585864104,-25.975128203495856
0.015625,-19.73824432973591,-25.22554118317247,-25.983992714910123
0.015869140625,-19.269458291182037,-25.229118684747792,-25.99260050318911
0.01611328125,-18.95627507362935,-25.232470080624573,-26.000940517792728
0.016357421875,-18.7899743695499,-25.23558722108648,-26.009001911987212
0.0166015625,-18.762459280310583,-25.238462093868126,-26.01677404610247
0.016845703125,-18.865895145583952,-25.241086828416282,-26.02424649050405
0.01708984375,-19.09234532898602,-25.243453699996397,-26.031409028298647
0.017333984375,-19.43338526117364,-25.24555513365369,-26.038251657792273
0.017578125,-19.879676792907986,-25.24738370803833,-26.044764594720217
0.017822265625,-20.420487897192146,-25.248932159104562,-26.050938274267406
0.01806640625,-21.043152524469942,-25.250193383693485,-26.056763352898386
0.018310546875,-21.732490317421394,-25.25116044300963,-26.062230710015243
0.0185546875,-22.470257731920306,-25.251826566001533,-26.067331449461992
0.018798828125,-23.234789630956193,-25.25218515265636,-26.072056900893852
0.01904296875,-24.001099871270917,-25.25222977721908,-26.076398621029018
0.019287109375,-24.741772189017837,-25.251954191346368,-26.08034839480105
0.01953125,-25.428851714387118,-25.25135232720573,-26.083898236429025
0.019775390625,-26.03652182936727,-25.250418300530086,-26.0870403904227
0.02001953125,-26.54374098132593,-25.24914641363821,-26.08976733253954
0.020263671875,-26.93573035722434,-25.24753115843137,-26.092071770710113
0.0205078125,-27.203789847154344,-25.245567219376337,-26.093946645948005
0.020751953125,-27.344178925164968,-25.24324947648493,-26.095385133260294
0.02099609375,-27.35762312085697,-25.240573008300355,-26.09638064257396
0.021240234375,-27.250406256311383,-25.23753309490012,-26.09692681969372
0.021484375,-27.036300832639682,-25.23412522092551,-26.097017547306002
0.021728515625,-26.73733803074164,-25.23034507864746,-26.096646946043883
0.02197265625,-26.381938157344877,-25.226188571078275,-26.095809375627205
0.022216796875,-26.00074743705263,-25.221651815138834,-26.094499436092
0.0224609375,-25.62188675519643,-25.21673114489046,-26.09271196912291
0.022705078125,-25.267215966619773,-25.211423114840628,-26.09044205950207
0.02294921875,-24.950255106688083,-25.205724503331485,-26.087685036687684
0.023193359375,-24.675624922471027,-25.199632316019823,-26.084436476535224
0.0234375,-24.43967806135162,-25.193143789457135,-26.080692203173797
0.023681640625,-24.232180179861395,-25.18625639477786,-26.076448291050298
0.02392578125,-24.039080386325516,-25.178967841504026,-26.071701067153207
0.024169921875,-23.84627532411396,-25.17127608147389,-26.066447113428236
0.0244140625,-23.64374674702721,-25.16317931290214,-26.060683269397245
0.024658203125,-23.42886014716663,-25.154675984578724,-26.054406634991963
0.02490234375,-23.20756810061241,-25.145764800213193,-26.04761457361365
0.025146484375,-22.993077473790052,-25.136444722931024,-26.040304715429574
0.025390625,-22.80270561098741,-25.126714979927907,-26.032474960917025
0.025634765625,-22.654274580662353,-25.11657506728784,-26.024123484665243
0.02587890625,-22.563146314557212,-25.10602475497005,-26.01524873944532
0.026123046875,-22.54031660426194,-25.095064091969693,-26.00584946055802
0.0263671875,-22.591431634249602,-25.08369341165647,-25.995924670468966
0.026611328125,-22.716392557458285,-25.071913337294788,-25.985473683740437
0.02685546875,-22.909296776110995,-25.059724787748788,-25.974496112268564
0.027099609375,-23.158679848360073,-25.047128983374414,-25.962991870834536
0.02734375,-23.44825208940467,-25.034127452100545,-25.950961182977675
0.027587890625,-23.758458408216075,-25.02072203570002,-25.93840458719816
0.02783203125,-24.06908103052,-25.006914896250958,-25.92532294349638
0.028076171875,-24.362630522968622,-24.992708522787574,-25.9117174402555
0.0283203125,-24.627549945025184,-24.978105738139085,-25.897589601473243
0.028564453125,-24.85979919695152,-24.963109705954054,-25.882941294347983
0.02880859375,-25.0617615217853,-24.947723937906584,-25.867774737223893
0.029052734375,-25.238560821988383,-24.931952301079612,-25.852092507898725
0.029296875,-25.393007969218296,-24.915799025519267,-25.835897552296988
0.029541015625,-25.52085971406545,-24.899268711953006,-25.819193193510444
0.02978515625,-25.60803778255334,-24.882366339662802,-25.80198314120655
0.030029296875,-25.63138318378607,-24.865097274503132,-25.78427150140429
0.0302734375,-25.564159104496987,-24.84746727705192,-25.766062786615652
0.030517578125,-25.385766078535518,-24.829482510880982,-25.747361926349306
0.03076171875,-25.09181165812084,-24.81114955093043,-25.72817427797173
0.031005859375,-24.698687006124945,-24.79247539196993,-25.708505637918826
0.03125,-24.23972165626338,-24.77346745712736,-25.688362253249757
0.031494140625,-23.7558723404668,-24.754133606463363,-25.66775083353206
0.03173828125,-23.28661304915063,-24.734482145568137,-25.646678563045118
0.031982421875,-22.864495308475213,-24.714521834154045,-25.6251531132866
0.0322265625,-22.5134565874899,-24.694261894615654,-25.60318265576372
0.032470703125,-22.249337914324627,-24.673712020525556,-25.580775875048243
0.03271484375,-22.08113980397333,-24.65288238503208,-25.55794198207114
0.032958984375,-22.012167518051946,-24.63178364912189,-25.534690727629425
0.033203125,-22.040741234860356,-24.61042696970736,-25.511032416074002
0.033447265625,-22.16046317310337,-24.588824007495948,-25.486977919143637
0.03369140625,-22.360237632957066,-24.566986934595192,-25.4625386899059
0.033935546875,-22.62443231561467,-24.544928441803826,-25.437726776761767
0.0341796875,-22.933771397770624,-24.522661745536325,-25.412554837465564
0.034423828125,-23.267641816461886,-24.500200594324617,-25.38703615310743
0.03466796875,-23.608200292924856,-24.47755927483732,-25.36118464200006
0.034912109375,-23.945776609660246,-24.45475261735342,-25.335014873405854
0.03515625,-24.283915062020572,-24.43179600062389,-25.308542081035377
0.035400390625,-24.642039148126614,-24.408705356051264,-25.28178217624159
0.03564453125,-25.054976445958488,-24.38549717111392,-25.25475176082842
0.035888671875,-25.570740168307577,-24.362188491958424,-25.22746813938557
0.0361328125,-26.24942950067755,-24.338796925080356,-25.199949331055404
0.036376953125,-27.166461848113794,-24.31534063801088,-25.172214080630123
0.03662109375,-28.424151140780243,-24.291838358923723,-25.144281868871584
0.036865234375,-30.180202135955298,-24.268309375074665,-25.11617292193844
0.037109375,-32.71770577669662,-24.244773529983604,-25.08790821979877
0.037353515625,-36.61986571442707,-24.221251219267273,-25.059509503499232
0.03759765625,-42.39411453208334,-24.197763385029667,-25.030999281155083
0.037841796875,-40.4551242502978,-24.174331508715888,-25.002400832518955
0.0380859375,-34.82024169284954,-24.150977602335416,-24.973738211979757
0.038330078125,-31.157884246943514,-24.12772419796064,-24.9450362498373
0.03857421875,-28.648557515381615,-24.104594335407803,-24.916320551692827
0.038818359375,-26.83146310159068,-24.081611548009143,-24.887617495790796
0.0390625,-25.47995028637397,-24.05879984638777,-24.858954228143194
0.039306640625,-24.46641837314054,-24.036183700150286,-24.830358655264554
0.03955078125,-23.70880658556343,-24.013788017416505,-24.801859434343605
0.039794921875,-23.147290968738886,-23.991638122111418,-24.77348596067648
0.0400390625,-22.733087905997387,-23.9697597289509,-24.745268352187068
0.040283203125,-22.42308298842194,-23.948178916060677,-24.717237430861445
0.04052734375,-22.178044239101794,-23.92692209517657,-24.68942470092742
0.040771484375,-21.96348290971134,-23.90601597938462,-24.66186232361522
0.041015625,-21.752251593520725,-23.88548754837078,-24.634583088342858
0.041259765625,-21.527424592645023,-23.8653640111626,-24.607620380179426
0.04150390625,-21.283723647894618,-23.845672766359115,-24.58100814345101
0.041748046875,-21.02642316082466,-23.82644135986019,-24.554780841368796
0.0419921875,-20.768069099838655,-23.807697440122965,-24.52897341157515
0.042236328125,-20.524419644185304,-23.78946871099014,-24.5036212175236
0.04248046875,-20.31104055175296,-23.771782882153456,-24.478759995630355
0.042724609375,-20.141257044093873,-23.75466761733485,-24.454425798160237
0.04296875,-20.025410528984892,-23.73815048028789,-24.430654931837733
0.043212890625,-19.970995122139417,-23.72225887874288,-24.407483892203796
0.04345703125,-19.98321888332476,-23.70702000644019,-24.38494929377269
0.043701171875,-20.06565736973815,-23.692460783417676,-24.363087796077995
0.0439453125,-20.22080446774027,-23.678607794739953,-24.34193602573497
0.044189453125,-20.45042587021229,-23.665487227878078,-24.32153049468591
0.04443359375,-20.755681637118833,-23.65312480896955,-24.30190751483645
0.044677734375,-21.137018938971003,-23.641545738208357,-24.283103109333272
0.044921875,-21.593858264202193,-23.63077462463425,-24.265152920777062
0.045166015625,-22.124119413762095,-23.620835420607833,-24.248092116707973
0.04541015625,-22.723672800465803,-23.611751356274937,-24.231955292744484
0.045654296875,-23.385874427871475,-23.603544874337523,-24.216776373798506
0.0458984375,-24.101460566605745,-23.59623756546103,-24.202588513831117
0.046142578125,-24.859220360533637,-23.589850104657643,-24.1894239946512
0.04638671875,-25.64794139354119,-23.58440218899212,-24.17731412429575
0.046630859375,-26.459966751898115,-23.579912476961027,-24.166289135562053
0.046875,-27.296187628636716,-23.576398529897332,-24.156378085290157
0.047119140625,-28.171623996461037,-23.573876755749943,-24.14760875501651
0.04736328125,-29.120597822841944,-23.572362355582626,-24.14000755363672
0.047607421875,-30.20160579943753,-23.57186927312712,-24.133599422726476
0.0478515625,-31.50440792726887,-23.572410147713327,-24.128407745173277
0.048095703125,-33.164991112352936,-23.573996270883168,-24.124454257769226
0.04833984375,-35.39523522277815,-23.576637546975444,-24.121758968403952
0.048583984375,-38.48804606906649,-23.580342457946642,-24.120340078479153
0.048828125,-42.01739972545235,-23.585118032666767,-24.120213911139995
0.049072265625,-41.144480480319785,-23.590969820901332,-24.121394845885526
0.04931640625,-36.83351194879458,-23.597901872159333,-24.12389526007903
0.049560546875,-33.25176139622687,-23.605916719554365,-24.127725477831817
0.0498046875,-30.540161326724057,-23.615015368791077,-24.132893726679278
0.050048828125,-28.43493818528613,-23.625197292353107,-24.139406102407865
0.05029296875,-26.765077381012663,-23.636460428931404,-24.14726654232659
0.050537109375,-25.429353472168565,-23.648801188094424,-24.156476807206708
0.05078125,-24.36600658702115,-23.66221446016402,-24.167036472040788
0.051025390625,-23.536029651160998,-23.676693631223653,-24.178942925697275
0.05126953125,-22.91428634289408,-23.692230603149408,-24.192191379470426
0.051513671875,-22.48461988794829,-23.708815818519255,-24.206774884449658
0.0517578125,-22.237041305525594,-23.726438290222873,-24.222684357557107
0.052001953125,-22.166042172128876,-23.745085635563385,-24.239908616029382
0.05224609375,-22.269516013688303,-23.76474411461356,-24.258434420050307
0.052490234375,-22.54795340751569,-23.78539867256339,-24.27824652317557
0.052734375,-23.0035951067562,-23.807032985773176,-24.299327730130315
0.052978515625,-23.639077754524024,-23.829629511226365,-24.32165896150629
0.05322265625,-24.454678489269387,-23.853169539060666,-24.345219324837124
0.053466796875,-25.442321380175855,-23.877633247842414,-24.369986191489463
0.0537109375,-26.572833884650272,-23.902999762240764,-24.395935278774402
0.053955078125,-27.771691594162817,-23.929247212751537,-24.423040736657416
0.05419921875,-28.885816836369273,-23.956352797118676,-24.451275238427257
0.054443359375,-29.680861519240334,-23.984292843101798,-24.48061007467321
0.0546875,-29.951833396057182,-24.013042872242355,-24.511015249917442
0.054931640625,-29.701229953002233,-24.04257766428779,-24.542459581253127
0.05517578125,-29.133543199369964,-24.072871321942507,-24.574910798349517
0.055419921875,-28.475127709270645,-24.10389733562674,-24.60833564420268
0.0556640625,-27.86919733127792,-24.13562864793835,-24.642699976032816
0.055908203125,-27.38137962229728,-24.168037717528918,-24.677968865757123
0.05615234375,-27.032932340722816,-24.201096582123128,-24.71410669949906
0.056396484375,-26.824505932670817,-24.234776920429418,-24.751077275630543
0.056640625,-26.74861619515368,-24.269050112710218,-24.788843900882483
0.056884765625,-26.795585069402566,-24.303887299800486,-24.827369484099513
0.05712890625,-26.956329199995466,-24.339259440385028,-24.866616627257688
0.057373046875,-27.223692169588894,-24.375137366366204,-24.90654771340679
0.0576171875,-27.593059288317257,-24.411491836175333,-24.94712499124276
0.057861328125,-28.062533891134684,-24.448293585902213,-24.988310656059017
0.05810546875,-28.632747256777968,-24.485513378137934,-25.03006692686772
0.058349609375,-29.306279632357864,-24.523122048446524,-25.072356119523803
0.05859375,-30.08660711535457,-24.561090549399907,-25.115140715723584
0.058837890625,-30.97640985000031,-24.599389992129687,-25.1583834277881
0.05908203125,-31.974965789825,-24.637991685366003,-25.202047259176155
0.059326171875,-33.07426968720406,-24.676867171950832,-25.24609556070555
0.0595703125,-34.253704010973664,-24.71598826282747,-25.29049208249106
0.059814453125,-35.47415623935916,-24.755327068522547,-25.335201021635605
0.06005859375,-36.675233673468384,-24.794856028149358,-25.380187065736052
0.060302734375,-37.782713415361506,-24.834547935972502,-25.425415432287135
0.060546875,-38.730701780799095,-24.874375965584832,-25.470851904086814
0.060791015625,-39.48565159675736,-24.91431369175581,-25.516462860762907
0.06103515625,-40.04176844871768,-24.95433511001895,-25.562215306555444
0.061279296875,-40.37419512080831,-24.994414654072315,-25.608076894500865
0.0615234375,-40.384351921968545,-25.034527211071847,-25.654015947173733
0.061767578125,-39.91530375622786,-25.0746481349018,-25.700001474149218
0.06201171875,-38.886068814006336,-25.114753257510113,-25.746003186354738
0.062255859375,-37.40611898419873,-25.15481889839952,-25.791991507482827
0.0625,-35.69660234950969,-25.19482187236663,-25.837937582639224
0.062744140625,-33.94624221317393,-25.234739495582744,-25.883813284400393
0.06298828125,-32.262837400012145,-25.274549590110272,-25.929591216453822
0.063232421875,-30.693072693120428,-25.314230486948517,-25.975244714992336
0.0634765625,-29.25068237031215,-25.3537610277018,-26.020747848030275
0.063720703125,-27.934540073539726,-25.3931205649615,-26.06607541280562
0.06396484375,-26.73795608935456,-25.432288961491967,-26.11120293142705
0.064208984375,-25.653007770247562,-25.471246588308144,-26.156106644919774
0.064453125,-24.672415400799892,-25.50997432173017,-26.200763505817815
0.064697265625,-23.790274464604938,-25.548453539497743,-26.24515116944441
0.06494140625,-23.002283139190443,-25.586666116023913,-26.289247984015255
0.065185546875,-22.30576861947382,-25.62459441686506,-26.333032979692952
0.0654296875,-21.699651913228408,-25.662221292480393,-26.376485856713792
0.065673828125,-21.184410286531623,-25.699530071351134,-26.419586972701225
0.06591796875,-20.76205841006506,-25.736504552526167,-26.462317329273453
0.066162109375,-20.436154363992067,-25.77312899765737,-26.504658558045662
0.06640625,-20.211835390857303,-25.809388122584576,-26.546592906120754
0.066650390625,-20.09589517661185,-25.845267088526715,-26.588103221155755
0.06689453125,-20.09692641264059,-25.88075149293217,-26.629172936084796
0.067138671875,-20.22556867892209,-25.915827360038264,-26.66978605357326
0.0673828125,-20.49492459627439,-25.950481131186528,-26.709927130271936
0.067626953125,-20.921243769344468,-25.984699654937053,-26.749581260933958
0.06787109375,-21.525039871518725,-26.018470177022564,-26.78873406245237
0.068115234375,-22.332935071991237,-26.051780330179607,-26.8273716578705
0.068359375,-23.380795693563947,-26.084618123891467,-26.865480660412754
0.068603515625,-24.719329968025804,-26.116971934074897,-26.903048157578656
0.06884765625,-26.42481526708989,-26.14883049273987,-26.940061695338624
0.069091796875,-28.621775750956644,-26.18018287764945,-26.976509262465992
0.0693359375,-31.537899923688695,-26.21101850200414,-27.012379275035837
0.069580078125,-35.66482009510252,-26.24132710417326,-27.047660561117624
0.06982421875,-42.32722332871589,-26.271098737493347,-27.082342345685426
0.070068359375,-48.53377506976961,-26.300323760152175,-27.116414235766413
0.0703125,-41.30727960190911,-26.328992825174513,-27.149866205845363
0.070556640625,-37.6038759574966,-26.357096870524494,-27.182688583540376
0.07080078125,-35.85147723053688,-26.384627109337657,-27.214872035562657
0.071044921875,-35.2073927200549,-26.411575020294062,-27.24640755397081
0.0712890625,-35.33787575221153,-26.437932338142815,-27.277286442728283
0.071533203125,-36.00029362191631,-26.463691044386678,-27.307500304570667
0.07177734375,-36.743681980835625,-26.48884335813452,-27.337041028187805
0.072021484375,-36.700992326789176,-26.513381727127996,-27.365900775724295
0.072265625,-35.36294316048108,-26.53729881894806,-27.394071970600553
0.072509765625,-33.36794562849739,-26.56058751240574,-27.42154728565531
0.07275390625,-31.435729189920117,-26.583240889120976,-27.44831963160939
0.072998046875,-29.832891129117346,-26.605252225292332,-27.474382145849642
0.0732421875,-28.60075136713577,-26.626614983659763,-27.499728181531
0.073486328125,-27.719664430373328,-26.64732280566211,-27.52435129699386
0.07373046875,-27.162721623546354,-26.667369503790056,-27.548245245493447
0.073974609375,-26.909946155152575,-26.68674905413522,-27.57140396523695
0.07421875,-26.95175268523622,-26.705455589135237,-27.59382156972417
0.074462890625,-27.290365227805754,-26.723483390514357,-27.61549233838653
0.07470703125,-27.94202648784529,-26.74082688241889,-27.636410707519282
0.074951171875,-28.941611346619098,-26.757480624746336,-27.656571261501245
0.0751953125,-30.35177606596475,-26.77343930666675,-27.675968724296474
0.075439453125,-32.28027694095106,-26.788697740334868,-27.694597951231543
0.07568359375,-34.9073048986412,-26.803250854791116,-27.7124539210427
0.075927734375,-38.45895410029232,-26.817093690049564,-27.729531728186437
0.076171875,-42.2480387486564,-26.830221391370763,-27.74582657540735
0.076416015625,-41.74811474089808,-26.842629203717326,-27.761333766557108
0.07666015625,-38.44345288940792,-26.854312466390006,-27.776048699658155
0.076904296875,-35.89142696018569,-26.865266607842003,-27.789966860206174
0.0771484375,-34.24898539751397,-26.875487140669335,-27.803083814705104
0.077392578125,-33.30882841529955,-26.884969656774874,-27.81539520442887
0.07763671875,-32.9488972634817,-26.893709822704047,-27.82689673940395
0.077880859375,-33.12986618499748,-26.9017033751499,-27.83758419260712
0.078125,-33.88784377123984,-26.908946116625533,-27.847453394372952
0.078369140625,-35.362737013988806,-26.915433911302028,-27.856500227005746
0.07861328125,-37.917496902126125,-26.921162681009946,-27.86472061959083
0.078857421875,-42.67483270397531,-26.926128401402764,-27.87211054300048
0.0791015625,-58.250948752823916,-26.930327098280703,-27.878666005089716
0.079345703125,-45.12151743361411,-26.93375484407365,-27.884383046077808
0.07958984375,-38.0320442315452,-26.93640775448195,-27.889257734111442
0.079833984375,-34.17269745925158,-26.938281985274216,-27.893286161005634
0.080078125,-31.591485883502322,-26.93937372924131,-27.896464438159153
0.080322265625,-29.73485357495442,-26.93967921330618,-27.898788692641197
0.08056640625,-28.36595428966718,-26.939194695789183,-27.900255063446536
0.080810546875,-27.361216194857846,-26.93791646382905,-27.90085969791674
0.0810546875,-26.64800313830758,-26.935840830959854,-27.900598748325294
0.081298828125,-26.180093353783175,-26.93296413484458,-27.89946836862502
0.08154296875,-25.926378071715824,-26.929282735166286,-27.897464711356363
0.081787109375,-25.865042224731177,-26.924793011678354,-27.89458392471569
0.08203125,-25.98031712273405,-26.919491362415258,-27.890822149783073
0.082275390625,-26.260565492988995,-26.91337420206625,-27.886175517909603
0.08251953125,-26.6971189525909,-26.906437960514218,-27.880640148264533
0.082763671875,-27.283565745000683,-26.898679081542802,-27.874212145543197
0.0830078125,-28.015280623125438,-26.89009402171507,-27.866887597837177
0.083251953125,-28.88893281837635,-26.880679249427665,-27.858662574668564
0.08349609375,-29.901414006702247,-26.870431244144836,-27.84953312519091
0.083740234375,-31.04681213003545,-26.859346495817054,-27.83949527655985
0.083984375,-32.30805630883711,-26.84742150448999,-27.828545032477212
0.084228515625,-33.63569838351025,-26.8346527801096,-27.81667837191288
0.08447265625,-34.90219031203205,-26.821036842530262,-27.803891248009556
0.084716796875,-35.840817934430255,-26.806570221733097,-27.79017958717605
0.0849609375,-36.08634671209343,-26.791249458262605,-27.775539288375715
0.085205078125,-35.46938260113797,-26.77507110389051,-27.759966222617454
0.08544921875,-34.21724160205579,-26.758031722516094,-27.743456232657316
0.085693359375,-32.69151437533445,-26.740127891313676,-27.72600513291991
0.0859375,-31.132364152317862,-26.721356202138352,-27.707608709649804
0.086181640625,-29.65021239134799,-26.701713263202183,-27.68826272130378
0.08642578125,-28.287963898404442,-26.681195701034042,-27.66796289919649
0.086669921875,-27.06163945917543,-26.65980016273725,-27.64670494841253
0.0869140625,-25.978347940791817,-26.637523318560277,-27.624484548999888
0.087158203125,-25.043130152482817,-26.614361864797026,-27.60129735746045
0.08740234375,-24.26136404067403,-26.59031252703428,-27.577139008555058
0.087646484375,-23.639635747535372,-26.565372063765288,-27.552005117441965
0.087890625,-23.186235511013873,-26.539537270389907,-27.52589128216912
0.088134765625,-22.91174321897425,-26.512804983622928,-27.498793086542438
0.08837890625,-22.829935305293667,-26.485172086334106,-27.470706103394242
0.088623046875,-22.959224225819273,-26.45663551284467,-27.441625898277596
0.0888671875,-23.324955389084167,-26.42719225470713,-27.41154803361489
0.089111328125,-23.96314592543103,-26.39683936699674,-27.380468073330665
0.08935546875,-24.92671493525366,-26.36557397514521,-27.348381588001757
0.089599609375,-26.295820024472786,-26.333393282348844,-27.31528416055965
0.08984375,-28.192409338799816,-26.30029457758603,-27.281171392583285
0.090087890625,-30.774193798094522,-26.26627524428061,-27.246038911223135
0.09033203125,-33.94296443456938,-26.231332769650592,-27.20988237680053
0.090576171875,-35.537268837314386,-26.195464754783778,-27.172697491129675
0.0908203125,-33.14473439969494,-26.158668925484825,-27.13448000661327
0.091064453125,-30.037794904899027,-26.12094314394078,-27.095225736166263
0.09130859375,-27.627976864627918,-26.082285421255165,-27.054930564026808
0.091552734375,-25.876340669562595,-26.042693930903784,-27.013590457517125
0.091796875,-24.63313290609648,-26.002167023168422,-26.97120147982226
0.092041015625,-23.7943191086628,-25.960703240608215,-26.92775980385903
0.09228515625,-23.29621573325241,-25.91830133463159,-26.883261727313112
0.092529296875,-23.10249554730293,-25.874960283235673,-26.837703688927448
0.0927734375,-23.19641509043378,-25.83067930998339,-26.791082286131154
0.093017578125,-23.577502718277707,-25.785457904292784,-26.743394294104373
0.09326171875,-24.26179640426141,-25.739295843116615,-26.694636686380946
0.093505859375,-25.28586971212427,-25.6921932140948,-26.644806657097924
0.09375,-26.7164116350421,-25.644150440266106,-26.593901645008152
0.093994140625,-28.669035238755562,-25.595168306430022,-26.54191935937994
0.09423828125,-31.335934388615133,-25.545247987253752,-26.48885780791597
0.094482421875,-34.91855791137446,-25.494391077223874,-26.43471532683209
0.0947265625,-38.22277308704822,-25.442599622546243,-26.37949061324552
0.094970703125,-36.60302206648963,-25.389876155102055,-26.323182760031237
0.09521484375,-33.045887094976955,-25.33622372857211,-26.26579129331502
0.095458984375,-30.313834623458117,-25.28164595684503,-26.20731621278135
0.095703125,-28.365637347319684,-25.226147054829156,-26.14775803498477
0.095947265625,-26.97291326811905,-25.16973188179079,-26.087117839863396
0.09619140625,-25.98653860030394,-25.11240598734465,-26.025397320664204
0.096435546875,-25.31507899837711,-25.05417566022437,-25.96259883749983
0.0966796875,-24.90107094767602,-24.995047979962877,-25.898725474767517
0.096923828125,-24.707452079915523,-24.935030871612767,-25.83378110267088
0.09716796875,-24.709820081236117,-24.874133163636962,-25.767770443095145
0.097412109375,-24.891344349317592,-24.812364649098143,-25.70069914009586
0.09765625,-25.238310552631948,-24.749736150272636,-25.63257383526961
0.097900390625,-25.734624260481723,-24.68625958680976,-25.563402248282422
0.09814453125,-26.353496089337185,-24.62194804755095,-25.493193262837753
0.098388671875,-27.044887550769204,-24.55681586611401,-25.42195701836973
0.0986328125,-27.72089625362959,-24.490878700336275,-25.349705007749044
0.098876953125,-28.25297680500595,-24.42415361565567,-25.27645018128784
0.09912109375,-28.509038519194775,-24.356659172490353,-25.20220705732489
0.099365234375,-28.433305924116013,-24.28841551765583,-25.126991839663795
0.099609375,-28.094897011616315,-24.219444479830997,-25.050822542122365
0.099853515625,-27.642092529497955,-24.14976966905353,-24.97371912043167
0.10009765625,-27.222300739295765,-24.0794165801872,-24.89570361169593
