frequency_cycles_per_sample,periodogram_db,levinson_ar_db,burg_ar_db,capon_db
0.005859375,-22.817150586725795,-27.570966870479733,-29.133593282488825,-17.325780436814664
0.006103515625,-22.77819650207412,-27.629903668417146,-29.21815664675136,-17.335038866065343
0.00634765625,-22.832878981083603,-27.68972033433577,-29.303485849575104,-17.34451388888859
0.006591796875,-22.96844354936548,-27.750293511729698,-29.389397594161146,-17.35418819562114
0.0068359375,-23.161304078827282,-27.811503041994207,-29.475717451523206,-17.364044158881164
0.007080078125,-23.381049419228177,-27.873232213509873,-29.562279933850153,-17.374063865559382
0.00732421875,-23.598544720217806,-27.93536796398132,-29.648928479853694,-17.38422914853911
0.007568359375,-23.79691963569386,-27.99780103912469,-29.7355153646648,-17.394521618055578
0.0078125,-23.980792160822038,-28.060426110999646,-29.82190154611174,-17.40492269261097
0.008056640625,-24.178492120535218,-28.123141859394934,-29.907956458348764,-17.415413629368047
0.00830078125,-24.436630636324868,-28.185851019713866,-29.993557762858995,-17.425975553951655
0.008544921875,-24.81189041290957,-28.248460400778754,-30.078591065871066,-17.436589489594102
0.0087890625,-25.365922831326635,-28.31088087589279,-30.162949610241355,-17.447236385566896
0.009033203125,-26.1666005853195,-28.373027350375175,-30.2465339488884,-17.45789714484822
0.00927734375,-27.297255104566148,-28.43481870862927,-30.3292516059437,-17.468552650981813
0.009521484375,-28.878341360305463,-28.496177743624266,-30.411016730917645,-17.47918379408969
0.009765625,-31.118637241360073,-28.557031071474867,-30.49174975037839,-17.48977149600719
0.010009765625,-34.46568584310551,-28.61730903359784,-30.571377020912564,-17.50029673451528
0.01025390625,-40.259147478587266,-28.67694558871488,-30.649830486478745,-17.510740566650615
0.010498046875,-54.03634119986619,-28.735878196762105,-30.72704734267913,-17.521084151079936
0.0107421875,-41.02172673258163,-28.794047696561528,-30.802969709958234,-17.531308769530447
0.010986328125,-35.472275004722114,-28.851398178912344,-30.87754431728644,-17.541395847273172
0.01123046875,-32.509582617152574,-28.907876856571324,-30.950722197496084,-17.55132697266098
0.011474609375,-30.7269246109089,-28.96343393241379,-31.02245839510357,-17.56108391572756
0.01171875,-29.674941191503102,-29.018022466901257,-31.09271168716734,-17.57064864585778
0.011962890625,-29.155872683842002,-29.071598245828163,-31.161444317493796,-17.58000334854366
0.01220703125,-29.0636887926602,-29.12411964917936,-31.228621744305038,-17.589130441243906
0.012451171875,-29.326996187840294,-29.175547521802212,-31.29421240132061,-17.59801258836791
0.0126953125,-29.877553766043317,-29.225845046480977,-31.35818747207381,-17.606632715408253
0.012939453125,-30.623716746967645,-29.274977619897253,-31.420520677179017,-17.61497402224815
0.01318359375,-31.4286682285154,-29.322912731867405,-31.481188074185106,-17.62301999567265
0.013427734375,-32.11807434781554,-29.369619848165783,-31.54016786958853,-17.630754421114396
0.013671875,-32.55262504651361,-29.415070297169798,-31.59744024253449,-17.638161393666284
0.013916015625,-32.72620245999151,-29.45923716050006,-31.652987179703743,-17.645225328395085
0.01416015625,-32.765198170441636,-29.502095167773284,-31.706792320863435,-17.651930969990975
0.014404296875,-32.82437306811355,-29.543620595538652,-31.7588408145501,-17.65826340178904
0.0146484375,-33.00092345290743,-29.58379117042748,-31.809119183351445,-17.66420805419949
0.014892578125,-33.308133662139696,-29.622585976511907,-31.85761519825764,-17.66975071258375
0.01513671875,-33.67689803030486,-29.65998536683918,-31.904317761562332,-17.67487752461403
0.015380859375,-33.976878249371055,-29.695970879084545,-31.94921679780669,-17.679575007153947
0.015625,-34.08253523709031,-29.730525155245815,-31.99230315227608,-17.683830052697893
0.015869140625,-33.97005109580812,-29.763631865287206,-32.03356849657751,-17.68762993540647
0.01611328125,-33.748993537479265,-29.79527563462768,-32.07300524084583,-17.690962316775156
0.016357421875,-33.593246876682564,-29.825441975359325,-32.11060645214769,-17.693815250972776
0.0166015625,-33.665838414364785,-29.8541172210749,-32.1463657786741,-17.696177189885827
0.016845703125,-34.10029545890368,-29.881288465178635,-32.180277379333894,-17.69803698790404
0.01708984375,-35.018418386289945,-29.906943502551822,-32.21233585838267,-17.699383906481792
0.017333984375,-36.54272983409924,-29.931070774443548,-32.24253620474303,-17.700207618509076
0.017578125,-38.687966124247644,-29.95365931645729,-32.27087373569318,-17.70049821252492
0.017822265625,-40.56036673764831,-29.974698709505336,-32.297344044621575,-17.70024619680505
0.01806640625,-39.56428692230243,-29.994179033605654,-32.32194295256535,-17.699442503354618
0.018310546875,-36.47737096324262,-30.012090824398875,-32.344666463269164,-17.698078491835687
0.0185546875,-33.59086872045864,-30.028425032267215,-32.36551072152007,-17.696145953458032
0.018798828125,-31.339845285178612,-30.04317298394142,-32.38447197453147,-17.693637114860614
0.01904296875,-29.648587473666133,-30.05632634648709,-32.40154653616622,-17.69054464200992
0.019287109375,-28.41575770604528,-30.06787709356678,-32.4167307538054,-17.68686164413998
0.01953125,-27.570796670644487,-30.0778174738803,-32.43002097768455,-17.682581677757707
0.019775390625,-27.07034619589953,-30.086139981691204,-32.44141353253423,-17.677698750735843
0.02001953125,-26.890901599306247,-30.092837329353884,-32.45090469137573,-17.672207326514354
0.020263671875,-27.023987432718357,-30.09790242176188,-32.45849065133671,-17.666102328429826
0.0205078125,-27.473759312967122,-30.10132833264445,-32.464167511363996,-17.659379144190982
0.020751953125,-28.25650920562098,-30.103108282644992,-32.46793125172401,-17.652033630516875
0.02099609375,-29.40183074221428,-30.1032356191218,-32.46977771519289,-17.64406211795293
0.021240234375,-30.955360480771436,-30.10170379761815,-32.46970258985017,-17.63546141587842
0.021484375,-32.98236517394963,-30.098506364955966,-32.467701393401654,-17.626228817717312
0.021728515625,-35.56674451962323,-30.093636943914,-32.463769458967626,-17.61636210636288
0.02197265625,-38.77399600819175,-30.087089219458882,-32.45790192228419,-17.605859559824772
0.022216796875,-42.422690238346746,-30.078856926504677,-32.45009371027591,-17.594719957105294
0.0224609375,-45.3589822985633,-30.068933839184027,-32.440339530968956,-17.582942584310178
0.022705078125,-46.15693706386097,-30.05731376162158,-32.42863386472476,-17.570527240996828
0.02294921875,-46.029605907624514,-30.043990520208453,-32.41497095678524,-17.557474246761405
0.023193359375,-46.20427678622011,-30.028957957384673,-32.3993448111317,-17.543784448063793
0.0234375,-46.33951564258236,-30.01220992694477,-32.381749185671076,-17.52945922528752
0.023681640625,-45.356208511710605,-29.993740290890777,-32.36217758877515,-17.5145005000293
0.02392578125,-43.30669752386521,-29.973542917866006,-32.34062327721036,-17.498910742610683
0.024169921875,-41.199853734149244,-29.951611683212498,-32.3170792555093,-17.482692979801637
0.0244140625,-39.5266896418808,-29.927940470705362,-32.29153827684803,-17.46585080274346
0.024658203125,-38.322017468438546,-29.902523176027714,-32.26399284550836,-17.44838837505556
0.02490234375,-37.451259454439125,-29.875353712061372,-32.23443522101928,-17.43031044110796
0.025146484375,-36.707696412266344,-29.846426016080287,-32.20285742408844,-17.41162233443814
0.025390625,-35.87901077637338,-29.815734058946592,-32.16925124445237,-17.39232998628802
0.025634765625,-34.85260178107187,-29.78327185642247,-32.133608250793074,-17.37243993423331
0.02587890625,-33.6738737831085,-29.749033482725736,-32.09591980289004,-17.351959330874166
0.026123046875,-32.47611056448279,-29.713013086472323,-32.05617706619836,-17.330895952552524
0.0263671875,-31.374931648463466,-29.675204909165444,-32.0143710290694,-17.309258208057667
0.026611328125,-30.424695831641348,-29.635603306408957,-31.97049252285622,-17.28705514727771
0.02685546875,-29.62441976683376,-29.594202772041385,-31.92453224517607,-17.264296469750697
0.027099609375,-28.93742705358783,-29.55099796540747,-31.876480786634097,-17.24099253306477
0.02734375,-28.312569755375225,-29.505983742005935,-31.826328661347315,-17.217154361052543
0.027587890625,-27.70619351100659,-29.459155187775604,-31.77406634164693,-17.19279365172042
0.02783203125,-27.10044585137476,-29.41050765730715,-31.719684297378805,-17.167922784849015
0.028076171875,-26.509299479602685,-29.36003681629458,-31.663173040268624,-17.142554829196104
0.0283203125,-25.969667293172535,-29.3077386885695,-31.60452317386848,-17.11670354922899
0.028564453125,-25.52561541192272,-29.25360970809184,-31.54372544965782,-17.0903834113082
0.02880859375,-25.215741710874184,-29.197646776303642,-31.48077082993211,-17.06360958923973
0.029052734375,-25.067439537011907,-29.139847325287448,-31.415650558179426,-17.03639796910829
0.029296875,-25.096172421619457,-29.080209387207955,-31.348356237717848,-17.008765153299198
0.029541015625,-25.306584862798637,-29.01873167055475,-31.27887991944595,-16.980728463611975
0.02978515625,-25.69310905612427,-28.955413643745583,-31.20721419964535,-16.95230594336426
0.030029296875,-26.238459361474856,-28.890255626692877,-31.133352328868074,-16.923516358380187
0.0302734375,-26.90840465588018,-28.82325889098172,-31.057288333043612,-16.89437919675361
0.030517578125,-27.641205150487835,-28.75442576935445,-30.979017148050424,-16.864914667272576
0.03076171875,-28.333185000189953,-28.683759775245676,-30.89853476911567,-16.83514369638832
0.031005859375,-28.834621002220914,-28.611265733160522,-30.815838416533477,-16.805087923609197
0.03125,-28.9892467121147,-28.536949920739012,-30.730926719328227,-16.77476969519757
0.031494140625,-28.726758988801272,-28.460820223398336,-30.643799918632485,-16.744212056046283
0.03173828125,-28.122616813169593,-28.38288630249279,-30.55446009270048,-16.713438739610204
0.031982421875,-27.34447686710491,-28.30315977797618,-30.46291140563534,-16.68247415576847
0.0322265625,-26.557637771162383,-28.221654426592472,-30.36916038207015,-16.651343376493855
0.032470703125,-25.881915747390774,-28.138386396654838,-30.273216210207092,-16.62007211920768
0.03271484375,-25.39617109420164,-28.053374440499923,-30.175091075781996,-16.58868672770169
0.032958984375,-25.15653196267012,-27.96664016571832,-30.074800529679564,-16.55721415051265
0.033203125,-25.213021504263843,-27.87820830626266,-29.97236389207098,-16.52568191664111
0.033447265625,-25.623855393004384,-27.788107014515376,-29.867804696074003,-16.494118108512772
0.03369140625,-26.472159211356313,-27.69636817535545,-29.76115117403587,-16.462551332089646
0.033935546875,-27.894644974009456,-27.603027743191113,-29.6524367896002,-16.431010684048168
0.0341796875,-30.145319580623422,-27.508126102816604,-29.54170081872517,-16.399525715953512
0.034423828125,-33.75086317164504,-27.411708454798735,-29.428988982754326,-16.368126395372858
0.03466796875,-39.33314288640495,-27.31382522589348,-29.314354136480716,-16.336843063885517
0.034912109375,-38.60593490475378,-27.214532504724552,-29.197857013863114,-16.30570639196527
0.03515625,-32.991471483846,-27.113892502613833,-29.079567033618893,-16.274747330728726
0.035400390625,-29.39720711113807,-27.011974039024796,-28.959563166293364,-16.24399706056439
0.03564453125,-27.094297693045213,-26.908853050551684,-28.837934863547574,-16.213486936679157
0.035888671875,-25.60205850232675,-26.804613121744644,-28.71478304926548,-16.183248431622843
0.0361328125,-24.689707652240877,-26.69934603528969,-28.590221170602415,-16.153313074876596
0.036376953125,-24.234116645025573,-26.593152338147398,-28.464376305217378,-16.1237123896175
0.03662109375,-24.161918166915495,-26.48614191918123,-28.33739031858861,-16.094477826799356
0.036865234375,-24.423066961314078,-26.378434592563984,-28.20942106243697,-16.065640696718063
0.037109375,-24.975241158890714,-26.270160679828383,-28.08064360181171,-16.037232098259068
0.037353515625,-25.770629215110255,-26.161461581821616,-27.95125145426998,-16.00928284605371
0.03759765625,-26.741180108475294,-26.05249033003502,-27.82145781976425,-15.981823395800621
0.037841796875,-27.78333025509298,-25.94341210482048,-27.691496774322527,-15.954883768037135
0.0380859375,-28.754480732891878,-25.834404705897512,-27.561624394386456,-15.928493470673914
0.038330078125,-29.50627692706537,-25.725658958336375,-27.432119771834987,-15.902681420632723
0.03857421875,-29.9575914142279,-25.61737903493207,-27.303285872411838,-15.877475864952658
0.038818359375,-30.14136655709447,-25.509782673636078,-27.175450182729396,-15.852904301753291
0.0390625,-30.165495769294573,-25.40310126659477,-27.048965083586992,-15.82899340146388
0.039306640625,-30.137824200292357,-25.297579795482456,-26.924207880497228,-15.805768928745572
0.03955078125,-30.12658594651437,-25.193476586373876,-26.801580416677837,-15.783255665548037
0.039794921875,-30.158845980181887,-25.091062856560743,-26.68150819010905,-15.76147733575259
0.0400390625,-30.230763502695726,-24.990622025689532,-26.56443889547384,-15.740456531860655
0.040283203125,-30.31521310341843,-24.892448764609277,-26.450840314891128,-15.720214644188733
0.04052734375,-30.36556536015542,-24.796847757599316,-26.341197489349724,-15.700771793028627
0.040771484375,-30.321015313946297,-24.704132157416886,-26.236009116622938,-15.6821467642249
0.041015625,-30.120203122842785,-24.614621718050454,-26.135783141964303,-15.664356948609237
0.041259765625,-29.72351480163047,-24.52864059731317,-26.041031535473262,-15.647418285714798
0.04150390625,-29.13172808094928,-24.446514830504157,-25.952264284562986,-15.631345212171627
0.041748046875,-28.3854216753692,-24.368569487224242,-25.869982670645925,-15.616150615157757
0.0419921875,-27.545935066318723,-24.295125535839304,-25.79467194432126,-15.601845791249431
0.042236328125,-26.67404080345849,-24.226496453648735,-25.726793560451707,-15.58844041097849
0.04248046875,-25.8182812630594,-24.162984634982738,-25.666777180164004,-15.575942489365682
0.042724609375,-25.013038171311837,-24.1048776634916,-25.615012686956398,-15.564358362655762
0.04296875,-24.281345036386796,-24.052444527939105,-25.571842494420455,-15.553692671434703
0.043212890625,-23.63858927815532,-24.00593187191891,-25.53755443944704,-15.543948350261015
0.04345703125,-23.09550263778759,-23.96556037610558,-25.512375553816717,-15.535126623893447
0.043701171875,-22.660140338046254,-23.931521376033196,-25.496466986740547,-15.527227010146271
0.0439453125,-22.33898434020892,-23.903973818234423,-25.48992031098293,-15.52024732935191
0.044189453125,-22.137335489495378,-23.883041652402646,-25.49275538747478,-15.514183720359485
0.04443359375,-22.059063270090707,-23.868811746936004,-25.504919891648253,-15.509030662947561
0.044677734375,-22.105668003515284,-23.861332400047228,-25.526290524588685,-15.504781006480696
0.044921875,-22.274515460571966,-23.860612499246486,-25.556675850051164,-15.501426004592822
0.045166015625,-22.55608439599646,-23.866621359454943,-25.595820621209384,-15.498955355636852
0.04541015625,-22.9302965303367,-23.879289245607453,-25.643411394869823,-15.497357248599474
0.045654296875,-23.36285479641301,-23.898508560839634,-25.69908318062161,-15.49661841414349
0.0458984375,-23.80440697168268,-23.92413565775692,-25.76242684097286,-15.496724180407588
0.046142578125,-24.19755600408452,-23.95599320926212,-25.83299694684422,-15.49765853316553
0.04638671875,-24.495368844605334,-23.99387305815718,-25.91031979978031,-15.499404179923458
0.046630859375,-24.685456411965724,-24.037539452077926,-25.99390135521198,-15.501942617515672
0.046875,-24.802812509326465,-24.08673256272397,-26.083234816277322,-15.505254202745807
0.047119140625,-24.920839158492885,-24.141172185864498,-26.177807710801503,-15.509318225611793
0.04736328125,-25.130529557525875,-24.200561520918477,-26.277108310787106,-15.514112984649302
0.047607421875,-25.525590109208633,-24.264590935409753,-26.38063130039122,-15.519615863929356
0.0478515625,-26.201346813904536,-24.33294162944883,-26.48788264182373,-15.525803411251154
0.048095703125,-27.265634833502386,-24.40528912764953,-26.598383626737622,-15.53265141708074
0.04833984375,-28.855855370651327,-24.48130653957541,-26.711674132224466,-15.540134993799464
0.048583984375,-31.129183401252988,-24.560667544017633,-26.82731512498833,-15.548228654843047
0.048828125,-33.93079731310695,-24.643049066333425,-26.944890474793382,-15.556906393331808
0.049072265625,-34.99362009292219,-24.728133631085957,-27.06400814946072,-15.566141759815213
0.04931640625,-32.26420936074103,-24.815611383850914,-27.184300869406115,-15.575907938778432
0.049560546875,-28.95823104359069,-24.905181785998643,-27.305426300972936,-15.58617782358514
0.0498046875,-26.344531293281705,-24.9965549943797,-27.427066865650346,-15.596924089558401
0.050048828125,-24.380147924192993,-25.089452944125462,-27.54892923763616,-15.60811926493033
0.05029296875,-22.920150754584057,-25.183610157315293,-27.67074359595054,-15.61973579942024
0.050537109375,-21.8606920500308,-25.27877430321775,-27.79226269013534,-15.631746130230436
0.05078125,-21.134003314747495,-25.374706537395532,-27.91326077103941,-15.644122745278
0.051025390625,-20.695383418495386,-25.471181647396214,-28.033532430712945,-15.656838243509474
0.05126953125,-20.514364420627093,-25.56798803226721,-28.15289138830824,-15.669865392173287
0.051513671875,-20.569175385194775,-25.664927541948614,-28.27116925230537,-15.683177180951688
0.0517578125,-20.843060071707498,-25.761815200912817,-28.388214283459178,-15.696746872879517
0.052001953125,-21.32146551517671,-25.858478838404434,-28.503890177647882,-15.710548052001482
0.05224609375,-21.98942008780326,-25.95475864543294,-28.61807488329464,-15.724554667742282
0.052490234375,-22.828541224171197,-26.05050667639962,-28.73065946420421,-15.738741075985129
0.052734375,-23.81317308402473,-26.145586310988524,-28.84154701545541,-15.753082076873513
0.052978515625,-24.90539941065055,-26.239871689785872,-28.950651637357264,-15.767552949368916
0.05322265625,-26.049653742765383,-26.333247135059175,-29.057897470345466,-15.782129482612962
0.053466796875,-27.170162472714615,-26.425606566255894,-29.163217792000175,-15.796788004156818
0.0537109375,-28.178089836426935,-26.51685291808874,-29.266554176042874,-15.811505405133044
0.053955078125,-28.994594350287986,-26.606897567565998,-29.367855712159656,-15.82625916245609
0.05419921875,-29.582416554155685,-26.695659774998667,-29.467078284748847,-15.841027358146665
0.054443359375,-29.960955495301967,-26.78306614286488,-29.56418390815456,-15.855788695883142
0.0546875,-30.18890235783125,-26.869050095424356,-29.65914011558484,-15.870522514889224
0.054931640625,-30.330185983533184,-26.953551381138404,-29.751919398687697,-15.885208801272267
0.05517578125,-30.428446598848886,-27.036515599249554,-29.842498694642494,-15.899828196930102
0.055419921875,-30.498675528625725,-27.117893751294528,-29.930858917592115,-15.914362006147007
0.0556640625,-30.532388954532067,-27.19764181785051,-30.016984531273316,-15.928792200000741
0.055908203125,-30.511785336160287,-27.275720360432985,-30.10086315978257,-15.94310141870328
0.05615234375,-30.42799585640102,-27.352094148162173,-30.182485233528432,-15.957272971997591
0.056396484375,-30.294894525649898,-27.426731808581252,-30.261843667558622,-15.971290837731724
0.056640625,-30.15007268655768,-27.499605501833155,-30.338933569602414,-15.985139658729908
0.056884765625,-30.042992281076945,-27.570690617274526,-30.41375197532932,-15.998804738078054
0.05712890625,-30.01828776697936,-27.639965491516957,-30.48629760848929,-16.01227203293849
0.057373046875,-30.100894410246227,-27.70741114682917,-30.556570663762848,-16.025528147005538
0.0576171875,-30.283534877705442,-27.773011048804875,-30.62457261030962,-16.0385603217103
0.057861328125,-30.5152087581572,-27.836750882191996,-30.69030601415831,-16.0513564262793
0.05810546875,-30.696767564673472,-27.89861834378755,-30.75377437772915,-16.063904946747776
0.058349609375,-30.70390232820717,-27.95860295132365,-30.814981994919485,-16.07619497402458
0.05859375,-30.452029938518372,-28.016695867300932,-30.873933820315244,-16.088216191101488
0.058837890625,-29.960074650857898,-28.07288973676424,-30.930635351214022,-16.099958859495686
0.05908203125,-29.33976486265331,-28.127178538058534,-30.985092521260466,-16.111413805010258
0.059326171875,-28.72564798730258,-28.179557445649923,-31.037311604600717,-16.122572402893244
0.0595703125,-28.222557593143524,-28.230022704145426,-31.087299129561195,-16.13342656247209
0.059814453125,-27.894627289706982,-28.278571512694647,-31.135061800947305,-16.143968711336367
0.06005859375,-27.774166312726653,-28.32520191900646,-31.18060643014107,-16.154191779137896
0.060302734375,-27.871280108965042,-28.36991272226257,-31.223939872252764,-16.164089181073773
0.060546875,-28.177383269705317,-28.412703384257863,-31.265068969651672,-16.1736548011144
0.060791015625,-28.661053951758117,-28.453573948143855,-31.304000501264994,-16.18288297503519
0.06103515625,-29.256469171091332,-28.492524964195844,-31.340741137092103,-16.191768473307604
0.061279296875,-29.850263586819196,-28.529557422067388,-31.37529739743497,-16.200306483902022
0.0615234375,-30.288428896659298,-28.564672689035703,-31.40767561639382,-16.20849259505225
0.061767578125,-30.43472836039509,-28.597872453780514,-31.43788190922188,-16.21632277802881
0.06201171875,-30.259690882763866,-28.62915867527463,-31.465922143173096,-16.223793369965506
0.062255859375,-29.860380497455886,-28.65853353639899,-31.491801911513978,-16.230901056781622
0.0625,-29.383576602060746,-28.68599940192691,-31.515526510404325,-16.237642856239862
0.062744140625,-28.9486686636115,-28.71155878055223,-31.53710091838243,-16.24401610117799
0.06298828125,-28.62549869058222,-28.7352142906647,-31.556529778218717,-16.25001842295046
0.063232421875,-28.444998394635736,-28.75696862960175,-31.573817380927373,-16.255647735114394
0.0634765625,-28.415132093038622,-28.77682454613123,-31.588967651749932,-16.26090221739267
0.063720703125,-28.53299582468718,-28.79478481594244,-31.601984137945976,-16.265780299945508
0.06396484375,-28.79316127958852,-28.81085221994466,-31.6128699982472,-16.27028064798029
0.064208984375,-29.194127033890126,-28.825029525192797,-31.621627993849366,-16.274402146728285
0.064453125,-29.74430521068483,-28.837319468278974,-31.628260480834705,-16.278143886815567
0.064697265625,-30.46853402614739,-28.847724741046697,-31.632769403933672,-16.281505150054358
0.06494140625,-31.416505139999753,-28.856247978501454,-31.63515629155064,-16.284485395679905
0.065185546875,-32.67648909749634,-28.862891748807723,-31.63542225199302,-16.28708424705705
0.0654296875,-34.402852352180986,-28.86765854527731,-31.633567970857612,-16.289301478879562
0.065673828125,-36.87584998933845,-28.87055078026881,-31.629593709541535,-16.291137004884618
0.06591796875,-40.57023121390847,-28.871570780931908,-31.623499304859028,-16.292590866103613
0.066162109375,-44.54949253420678,-28.870720786743153,-31.615284169758166,-16.293663219669924
0.06640625,-41.23901312300493,-28.868002948793396,-31.604947295145088,-16.294354328203205
0.066650390625,-36.29026988386171,-28.86341933079917,-31.592487252836627,-16.29466454978909
0.06689453125,-32.703992591122166,-28.856971911822612,-31.577902199675435,-16.294594328572217
0.067138671875,-30.02864852534681,-28.8486625906968,-31.561189882855878,-16.29414418597986
0.0673828125,-27.93841301629035,-28.838493192165075,-31.54234764652308,-16.293314712592434
0.067626953125,-26.25638846413988,-28.8264654747547,-31.521372439722445,-16.292106560676366
0.06787109375,-24.879798460746507,-28.81258114041735,-31.498260825792755,-16.290520437394058
0.068115234375,-23.744194239164834,-28.796841845980673,-31.47300899331253,-16.288557098704644
0.068359375,-22.806933555532126,-28.77924921646723,-31.445612768727006,-16.286217343968453
0.068603515625,-22.03922820244131,-28.759804860349497,-31.416067630802132,-16.283502011267117
0.06884765625,-21.42220175111444,-28.73851038682238,-31.384368727072463,-16.280411973450363
0.069091796875,-20.944910990822404,-28.71536742518717,-31.35051089247169,-16.276948134919486
0.0693359375,-20.603343853188512,-28.690377646454944,-31.314488670358894,-16.273111429156565
0.069580078125,-20.399918006137355,-28.663542787290446,-31.27629633617914,-16.268902817007383
0.06982421875,-20.34330625813194,-28.63486467643252,-31.235927924025937,-16.264323285725016
0.070068359375,-20.448634912156866,-28.60434526374179,-31.193377256403778,-16.259373848779813
0.0703125,-20.73830216961948,-28.57198665204184,-31.14863797752283,-16.254055546440544
0.070556640625,-21.243922872067415,-28.5377911319367,-31.10170359049544,-16.248369447130173
0.07080078125,-22.01039436481587,-28.50176121980399,-31.052567498843857,-16.242316649558543
0.071044921875,-23.10424439702439,-28.46389969918139,-31.001223052774215,-16.235898285633017
0.0712890625,-24.631639457345532,-28.424209665781976,-30.94766360071969,-16.229115524146916
0.071533203125,-26.781815158273915,-28.382694576393863,-30.89188254670971,-16.221969575244128
0.07177734375,-29.953781747363667,-28.339358301939143,-30.83387341418035,-16.214461695657075
0.072021484375,-35.27106877330925,-28.294205184988442,-30.77362991690542,-16.206593194713722
0.072265625,-47.50246351461349,-28.24724010204836,-30.71114603779723,-16.198365441107924
0.072509765625,-37.85891450327281,-28.1984685309617,-30.64641611640278,-16.189779870426033
0.07275390625,-31.81951815838737,-28.147896623782714,-30.579434946004078,-16.18083799342093
0.072998046875,-28.63097941965269,-28.09553128551283,-30.510197881321993,-16.171541405023454
0.0732421875,-26.679059918612772,-28.0413802591052,-30.43870095792069,-16.161891794079285
0.073486328125,-25.4611864811573,-27.985452217169758,-30.364941024516195,-16.151890953797846
0.07373046875,-24.757432540417476,-27.92775686083296,-30.288915889506562,-16.14154079289808
0.073974609375,-24.451571270761008,-27.86830502622812,-30.210624483163958,-16.1308433474342
0.07421875,-24.47329589903205,-27.807108799112804,-30.130067037059483,-16.11980079328262
0.074462890625,-24.774196919548842,-27.74418163812819,-30.047245282430765,-16.108415459269487
0.07470703125,-25.315391456425708,-27.67953850723113,-29.96216266934825,-16.09668984091619
0.074951171875,-26.05967810379106,-27.613196017841556,-29.874824608688854,-16.08462661477828
0.0751953125,-26.965987260978995,-27.54517258125602,-29.785238739083276,-16.072228653350958
0.075439453125,-27.986656311019487,-27.47548857187882,-29.693415221163196,-16.059499040512225
0.07568359375,-29.070415497051954,-27.404166501817397,-29.599367061594982,-16.046441087472353
0.075927734375,-30.17447747827916,-27.331231207372632,-29.503110469542083,-16.033058349195986
0.076171875,-31.284168191604074,-27.256710047929534,-29.40466524834482,-16.0193546412605
0.076416015625,-32.428990430996485,-27.18063311771345,-29.3040552253365,-16.005334057111764
0.07666015625,-33.681216033323935,-27.103033470821494,-29.20130872281973,-15.991000985675486
0.076904296875,-35.13252834466795,-27.023947359863957,-29.09645907329676,-15.976360129279382
0.0771484375,-36.845192758807016,-26.943414488452802,-28.989545182067328,-15.961416521838437
0.077392578125,-38.741132104147916,-26.861478277650498,-28.880612140261604,-15.946175547252121
0.07763671875,-40.382015756125654,-26.778186146337926,-28.76971189124278,-15.930642957959106
0.077880859375,-41.02578336608724,-26.693589805270346,-28.656903953069964,-15.914824893591401
0.078125,-40.63894602384287,-26.607745564360346,-28.54225619932648,-15.89872789966611
0.078369140625,-40.01913626277188,-26.52071465245143,-28.425845700057604,-15.8823589462491
0.07861328125,-39.69116189793795,-26.432563548519408,-28.307759623784264,-15.865725446520745
0.078857421875,-39.60385073572552,-26.34336432285587,-28.18809620051799,-15.848835275169694
